age	workclass	education	marital-status	occupation	relationship	race	sex	capital-net	hours-per-week	native-country	Class
mature	 Private	lower	Married	 Machine-op-inspct	 Wife	 White	 Female	low	high	developed	 <=50K
medium	 Private	higher	 Never-married	 Sales	 Own-child	 White	 Male	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Tech-support	 Own-child	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	 Never-married	 Handlers-cleaners	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Craft-repair	 Own-child	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	high	low	developed	 >50K
mature	 Self-emp-not-inc	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 >50K
medium	 Private	lower	 Never-married	 Sales	 Own-child	 Asian-Pac-Islander	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Exec-managerial	 Unmarried	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Unmarried	 Black	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
medium	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Local-gov	higher	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	 ?	 <=50K
young	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	Married-separated	 Handlers-cleaners	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Sales	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Federal-gov	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	high	developed	 >50K
mature	 State-gov	lower	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 State-gov	lower	Married	 Craft-repair	 Husband	 Black	 Male	low	high	developed	 >50K
young	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Other-service	 Other-relative	 Black	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	higher	 Never-married	 Exec-managerial	 Own-child	 White	 Male	low	low	developed	 <=50K
medium	 State-gov	lower	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 >50K
young	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Other-relative	 White	 Male	low	low	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 ?	lower	Married-separated	 ?	 Not-in-family	 Amer-Indian-Eskimo	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Sales	 Husband	 White	 Male	low	high	developed	 >50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Unmarried	 White	 Female	low	high	developed	 <=50K
medium	 Private	lower	 Never-married	 Adm-clerical	 Unmarried	 White	 Female	low	low	developed	 <=50K
medium	 Self-emp-not-inc	higher	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Self-emp-not-inc	higher	Married	 Sales	 Wife	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developing	 <=50K
medium	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Federal-gov	lower	Married-separated	 Exec-managerial	 Not-in-family	 Black	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 >50K
medium	 Private	lower	Married	 Other-service	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married	 Other-service	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Local-gov	lower	Married	 Other-service	 Wife	 White	 Female	low	low	developing	 >50K
young	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-inc	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	Married-separated	 Other-service	 Other-relative	 White	 Male	low	low	developing	 <=50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Sales	 Unmarried	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Sales	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 Black	 Male	high	low	developed	 >50K
young	 Private	lower	Married	 Transport-moving	 Other-relative	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	higher	Married	 Exec-managerial	 Husband	 Black	 Male	low	low	developed	 >50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	high	developed	 >50K
mature	 State-gov	lower	Married	 Exec-managerial	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	lower	Married-separated	 Machine-op-inspct	 Unmarried	 Black	 Female	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 Black	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Prof-specialty	 Not-in-family	 White	 Female	low	low	developing	 <=50K
mature	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 >50K
mature	 Private	higher	Married-separated	 Exec-managerial	 Not-in-family	 Black	 Female	low	low	developed	 >50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married-separated	 Exec-managerial	 Not-in-family	 White	 Female	high	low	developed	 >50K
young	 State-gov	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Transport-moving	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	 Never-married	 Exec-managerial	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developing	 <=50K
mature	 Local-gov	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 ?	higher	Married	 ?	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Local-gov	lower	Married-separated	 Protective-serv	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
medium	 Local-gov	higher	Married	 Protective-serv	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	Married	 Sales	 Husband	 Black	 Male	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Sales	 Unmarried	 Black	 Female	low	low	developed	 <=50K
medium	 Private	higher	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 ?	lower	Married-separated	 ?	 Not-in-family	 Amer-Indian-Eskimo	 Female	low	low	developed	 <=50K
medium	 Private	higher	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married-separated	 Other-service	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 Asian-Pac-Islander	 Male	low	low	 ?	 >50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	higher	Married	 Exec-managerial	 Husband	 Asian-Pac-Islander	 Male	low	low	developing	 <=50K
mature	 Private	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Tech-support	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	high	high	developed	 >50K
mature	 Local-gov	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
medium	 Private	lower	 Never-married	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	Married-separated	 Other-service	 Own-child	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Priv-house-serv	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Wife	 White	 Female	low	low	developed	 >50K
mature	 Private	lower	Married	 Sales	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-inc	lower	Married	 Exec-managerial	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	lower	Married	 Sales	 Husband	 Asian-Pac-Islander	 Male	low	low	developing	 <=50K
medium	 Self-emp-not-inc	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	low	high	developed	 <=50K
medium	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	higher	 Never-married	 Sales	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Handlers-cleaners	 Not-in-family	 Black	 Male	low	low	developed	 <=50K
medium	 Private	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Transport-moving	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Federal-gov	higher	Married	 Prof-specialty	 Husband	 Asian-Pac-Islander	 Male	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Local-gov	lower	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	higher	 Never-married	 Exec-managerial	 Own-child	 White	 Male	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 ?	lower	Married-separated	 ?	 Unmarried	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Prof-specialty	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 Black	 Male	low	high	developed	 >50K
mature	 Private	lower	Married-separated	 Other-service	 Other-relative	 Black	 Male	low	low	developing	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 State-gov	lower	Married-separated	 Adm-clerical	 Not-in-family	 Black	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married-separated	 Exec-managerial	 Unmarried	 White	 Male	low	high	developed	 >50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	high	low	developed	 >50K
medium	 Self-emp-not-inc	lower	 Never-married	 Sales	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 >50K
mature	 State-gov	higher	 Never-married	 Prof-specialty	 Other-relative	 White	 Female	low	low	developed	 >50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	lower	 Never-married	 Machine-op-inspct	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	high	developed	 >50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Priv-house-serv	 Own-child	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married-separated	 Prof-specialty	 Not-in-family	 Black	 Female	low	low	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Unmarried	 Black	 Female	low	low	developed	 <=50K
medium	 Self-emp-not-inc	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Prof-specialty	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Adm-clerical	 Unmarried	 Asian-Pac-Islander	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Machine-op-inspct	 Unmarried	 Black	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-inc	lower	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	high	developing	 <=50K
mature	 State-gov	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	lower	Married	 Farming-fishing	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married	 Prof-specialty	 Wife	 White	 Female	low	low	developed	 >50K
medium	 Private	lower	 Never-married	 Other-service	 Unmarried	 Black	 Female	low	low	developed	 <=50K
mature	 Self-emp-inc	higher	Married-separated	 Prof-specialty	 Not-in-family	 White	 Male	low	high	developed	 >50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 Asian-Pac-Islander	 Male	low	high	developed	 <=50K
medium	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 Asian-Pac-Islander	 Female	low	low	developed	 <=50K
mature	 ?	lower	Married	 ?	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Federal-gov	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
medium	 Self-emp-not-inc	lower	Married-separated	 Craft-repair	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 State-gov	higher	Married-separated	 Exec-managerial	 Unmarried	 White	 Female	low	low	developed	 <=50K
medium	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	higher	Married-separated	 Other-service	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Other-service	 Husband	 Black	 Male	low	low	developed	 <=50K
mature	 Self-emp-inc	higher	Married-separated	 Exec-managerial	 Unmarried	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	 Never-married	 Machine-op-inspct	 Not-in-family	 Black	 Female	low	low	developed	 <=50K
mature	 Private	higher	 Never-married	 Other-service	 Not-in-family	 White	 Female	low	high	developed	 <=50K
mature	 Private	lower	Married	 Handlers-cleaners	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Tech-support	 Own-child	 White	 Male	low	high	developed	 <=50K
medium	 Private	higher	Married	 Other-service	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	 ?	 <=50K
mature	 Federal-gov	higher	Married-separated	 Prof-specialty	 Unmarried	 White	 Female	low	high	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Transport-moving	 Husband	 Black	 Male	low	low	developed	 <=50K
medium	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	 Never-married	 Machine-op-inspct	 Not-in-family	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	Married	 Transport-moving	 Husband	 White	 Male	low	low	developed	 >50K
medium	 ?	lower	Married	 ?	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Other-service	 Own-child	 Black	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Farming-fishing	 Unmarried	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Prof-specialty	 Unmarried	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-inc	lower	Married	 Exec-managerial	 Husband	 White	 Male	high	high	 ?	 >50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-inc	higher	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 Black	 Female	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Unmarried	 White	 Female	low	low	developed	 <=50K
medium	 Self-emp-inc	lower	 Never-married	 Exec-managerial	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Federal-gov	lower	Married-separated	 Exec-managerial	 Not-in-family	 White	 Male	high	high	developed	 >50K
mature	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	low	developed	 <=50K
young	 ?	lower	 Never-married	 ?	 Not-in-family	 Black	 Female	low	low	developed	 <=50K
mature	 Private	higher	Married	 Adm-clerical	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Private	higher	 Never-married	 Exec-managerial	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Machine-op-inspct	 Husband	 Other	 Male	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Other-service	 Own-child	 White	 Male	low	low	developed	 <=50K
young	 Private	higher	 Never-married	 Adm-clerical	 Not-in-family	 Asian-Pac-Islander	 Female	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Tech-support	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Local-gov	lower	Married-separated	 Adm-clerical	 Unmarried	 White	 Female	low	high	developed	 <=50K
young	 Private	lower	Married-separated	 Sales	 Own-child	 Asian-Pac-Islander	 Female	low	low	developing	 <=50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 Asian-Pac-Islander	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 White	 Male	high	high	developed	 >50K
young	 Private	lower	 Never-married	 Sales	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	 Never-married	 Other-service	 Not-in-family	 White	 Male	low	high	developing	 >50K
mature	 Private	lower	Married	 Exec-managerial	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developing	 <=50K
young	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 State-gov	lower	 Never-married	 Exec-managerial	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Private	higher	 Never-married	 Exec-managerial	 Own-child	 Asian-Pac-Islander	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Other-service	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married-separated	 Sales	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Adm-clerical	 Husband	 White	 Male	high	low	developed	 >50K
mature	 Local-gov	lower	Married	 Tech-support	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	lower	Married	 Protective-serv	 Husband	 Black	 Male	low	low	 ?	 <=50K
young	 Private	lower	Married-separated	 Sales	 Other-relative	 White	 Female	low	low	developed	 <=50K
mature	 Local-gov	higher	 Never-married	 Adm-clerical	 Unmarried	 White	 Female	low	low	developed	 <=50K
mature	 State-gov	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Private	higher	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
young	 State-gov	lower	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	low	low	 ?	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Craft-repair	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
medium	 Private	higher	 Never-married	 Adm-clerical	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Other-service	 Wife	 White	 Female	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	 Never-married	 Farming-fishing	 Own-child	 White	 Male	low	high	developed	 <=50K
mature	 Private	lower	Married-separated	 Other-service	 Unmarried	 White	 Male	low	low	developing	 <=50K
young	 Private	lower	 Never-married	 Handlers-cleaners	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	Married	 Adm-clerical	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Federal-gov	higher	Married	 Exec-managerial	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Self-emp-not-inc	lower	Married-separated	 Exec-managerial	 Other-relative	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Machine-op-inspct	 Not-in-family	 White	 Male	low	low	developed	 <=50K
mature	 Private	lower	 Never-married	 Handlers-cleaners	 Unmarried	 White	 Male	low	low	developed	 <=50K
medium	 Private	lower	 Never-married	 Prof-specialty	 Not-in-family	 Black	 Female	low	high	developed	 <=50K
mature	 Federal-gov	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 >50K
young	 Private	lower	 Never-married	 Tech-support	 Own-child	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 State-gov	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	low	developed	 >50K
mature	 Self-emp-not-inc	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	high	high	developed	 >50K
medium	 Private	lower	Married	 Sales	 Husband	 Black	 Male	low	low	 ?	 <=50K
mature	 Private	lower	Married-separated	 Adm-clerical	 Not-in-family	 White	 Female	low	low	developed	 <=50K
mature	 Private	lower	Married	 Sales	 Husband	 White	 Male	low	high	developed	 <=50K
mature	 Self-emp-inc	lower	Married	 Sales	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	lower	Married	 Sales	 Wife	 White	 Female	low	high	developed	 <=50K
medium	 Private	lower	Married	 Handlers-cleaners	 Husband	 White	 Male	low	low	developed	 >50K
medium	 Private	lower	 Never-married	 Handlers-cleaners	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Self-emp-not-inc	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 >50K
medium	 Private	lower	Married	 Craft-repair	 Husband	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Craft-repair	 Husband	 Asian-Pac-Islander	 Male	low	low	developing	 >50K
medium	 Private	higher	 Never-married	 Prof-specialty	 Own-child	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Sales	 Not-in-family	 White	 Female	low	low	developed	 <=50K
young	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Male	low	low	developed	 <=50K
medium	 Private	higher	 Never-married	 Prof-specialty	 Not-in-family	 White	 Male	low	high	developed	 <=50K
mature	 Self-emp-inc	higher	Married	 Prof-specialty	 Husband	 White	 Male	low	high	developed	 >50K
mature	 Private	lower	 Never-married	 Adm-clerical	 Own-child	 White	 Male	low	low	developed	 <=50K
mature	 Private	higher	Married	 Exec-managerial	 Husband	 Asian-Pac-Islander	 Male	high	low	developing	 >50K
